anon_polygon_id,date,s2_ndvi,s2_evi,s2_ndwi,landsat_ndvi,landsat_evi,landsat_ndwi,modis_ndvi,modis_evi,era5_temp_c,era5_precip_mm,year,primary_ndvi,doy,ndvi_climatology_mean,ndvi_climatology_std,ndvi_zscore,n_reference_years,status,crop_type
AOI-0002,2010-05-21,,,,,,,,,14.572042083740255,24.474638700439755,2010,,141,,,,0,,озимая пшеница
AOI-0002,2010-05-22,,,,,,,,,14.499087905883812,4.038223422071496,2010,,142,,,,0,,озимая пшеница
AOI-0002,2010-05-23,,,,,,,,,16.56993891398116,4.564503195638281,2010,,143,,,,0,,озимая пшеница
AOI-0002,2010-05-24,,,,,,,,,17.006479517618857,1.3483941554568446,2010,,144,,,,0,,озимая пшеница
AOI-0002,2010-05-25,,,,,,,0.723858233890215,0.4607316945107399,17.462964630126976,5.01665472984314,2010,0.723858233890215,145,0.744643764282275,0.13165229696525024,-0.15788201855335918,15,Штатное развитие,озимая пшеница
AOI-0002,2010-05-26,,,,,,,,,18.366285578409872,2.111431956222986,2010,,146,,,,0,,озимая пшеница
AOI-0002,2010-05-27,,,,,,,,,16.761553700764978,0.9598523378322454,2010,,147,,,,0,,озимая пшеница
AOI-0002,2010-05-28,,,,,,,,,18.471533075968463,0.2979874610851141,2010,,148,,,,0,,озимая пшеница
AOI-0002,2010-05-29,,,,,,,,,19.683499272664392,6.790149211781227,2010,,149,,,,0,,озимая пшеница
AOI-0002,2010-05-30,,,,,,,,,19.532481765747093,9.01833176612854,2010,,150,,,,0,,озимая пшеница
AOI-0002,2010-05-31,,,,,,,,,21.71001141866049,0.4342198371887207,2010,,151,,,,0,,озимая пшеница
AOI-0002,2010-06-01,,,,,,,,,22.07021420796713,0.3002017735411755,2010,,152,,,,0,,озимая пшеница
AOI-0002,2010-06-02,,,,0.5478608197730342,0.3265387690418346,-0.5277513039851327,,,23.549714660644558,0.0008583068833445,2010,0.5478608197730342,153,0.705127859159414,0.13182541937751058,-1.1929947966712824,15,Угнетение биомассы,озимая пшеница
AOI-0002,2010-06-03,,,,,,,,,23.670640563964863,0.0079661607692571,2010,,154,,,,0,,озимая пшеница
AOI-0002,2010-06-04,,,,,,,,,23.35190798441573,0.147610094245465,2010,,155,,,,0,,озимая пшеница
AOI-0002,2010-06-05,,,,,,,,,22.086029942830407,0.0008587861834996,2010,,156,,,,0,,озимая пшеница
AOI-0002,2010-06-06,,,,,,,,,22.137936528523767,0.8718688370095151,2010,,157,,,,0,,озимая пшеница
AOI-0002,2010-06-07,,,,,,,,,20.96150932312014,4.064361291966634e-06,2010,,158,,,,0,,озимая пшеница
AOI-0002,2010-06-08,,,,,,,,,21.48002713521322,0.0,2010,,159,,,,0,,озимая пшеница
AOI-0002,2010-06-09,,,,,,,,,22.20194269816085,0.0008583068833445,2010,,160,,,,0,,озимая пшеница
AOI-0002,2010-06-10,,,,0.5902381363916688,0.3594853011052598,-0.5510920609815858,0.6645957517899763,0.4437506443914081,24.06083196004232,0.0,2010,0.5902381363916688,161,0.6601870213320518,0.15019852329219532,-0.4657095383308452,15,Штатное развитие,озимая пшеница
AOI-0002,2010-06-11,,,,0.6270346375358459,0.4140162654744281,-0.5859872775168459,,,25.77104657491049,0.0008523463179699,2010,0.6270346375358459,162,0.6594946005025338,0.15690428343999369,-0.2068774813219291,15,Штатное развитие,озимая пшеница
AOI-0002,2010-06-12,,,,,,,,,27.029320653279623,0.0025813640718297,2010,,163,,,,0,,озимая пшеница
AOI-0002,2010-06-13,,,,,,,,,27.802555974324548,0.0012721486086775,2010,,164,,,,0,,озимая пшеница
AOI-0002,2010-06-14,,,,,,,,,28.195919926961267,0.0015795230865478,2010,,165,,,,0,,озимая пшеница
AOI-0002,2010-06-15,,,,,,,,,29.05165952046713,0.3241896629333496,2010,,166,,,,0,,озимая пшеница
AOI-0002,2010-06-16,,,,,,,,,27.15638885498049,0.4071295261383056,2010,,167,,,,0,,озимая пшеница
AOI-0002,2010-06-17,,,,,,,,,24.15948575337728,0.0118046997954479,2010,,168,,,,0,,озимая пшеница
AOI-0002,2010-06-18,,,,,,,,,20.444371159871423,0.172528624602819,2010,,169,,,,0,,озимая пшеница
AOI-0002,2010-06-19,,,,0.6652587572733183,0.5042346252085077,-0.6014253840447535,,,22.495725250244163,0.0,2010,0.6652587572733183,170,0.557305935979979,0.18538553833914526,0.5823152240486517,15,Штатное развитие,озимая пшеница
AOI-0002,2010-06-20,,,,,,,,,26.079895273844443,0.020015239613258,2010,,171,,,,0,,озимая пшеница
AOI-0002,2010-06-21,,,,,,,,,25.29901720682784,0.063908099150467,2010,,172,,,,0,,озимая пшеница
AOI-0002,2010-06-22,,,,,,,,,23.355163828531943,3.2787799834181897,2010,,173,,,,0,,озимая пшеница
AOI-0002,2010-06-23,,,,,,,,,25.39039255777999,0.1622438412596238,2010,,174,,,,0,,озимая пшеница
AOI-0002,2010-06-24,,,,,,,,,25.69848086039229,0.1342893963283131,2010,,175,,,,0,,озимая пшеница
AOI-0002,2010-06-25,,,,,,,,,24.552431360880576,0.0316710797392261,2010,,176,,,,0,,озимая пшеница
AOI-0002,2010-06-26,,,,,,,0.653216420047733,0.5085625298329356,25.939084625244163,0.0008520034953107,2010,0.653216420047733,177,0.48615674973914225,0.17919027634049406,0.9323032126539444,15,Штатное развитие,озимая пшеница
AOI-0002,2010-06-27,,,,,,,,,25.91102244059249,0.0417053699379721,2010,,178,,,,0,,озимая пшеница
AOI-0002,2010-06-28,,,,,,,,,25.42318496704104,0.1767486332937551,2010,,179,,,,0,,озимая пшеница
AOI-0002,2010-06-29,,,,,,,,,25.25062522888186,1.334458589553833,2010,,180,,,,0,,озимая пшеница
AOI-0002,2010-06-30,,,,,,,,,23.26110420227053,0.1780569552352062,2010,,181,,,,0,,озимая пшеница
AOI-0002,2010-07-01,,,,,,,,,24.22535349527999,0.0359693570999297,2010,,182,,,,0,,озимая пшеница
AOI-0002,2010-07-02,,,,,,,,,24.89700597127279,1.7110948596723574,2010,,183,,,,0,,озимая пшеница
AOI-0002,2010-07-03,,,,,,,,,26.158746337890648,0.3999948500563732,2010,,184,,,,0,,озимая пшеница
AOI-0002,2010-07-04,,,,,,,,,25.341045633951865,5.44573366636314,2010,,185,,,,0,,озимая пшеница
AOI-0002,2010-07-05,,,,0.7041557390398633,0.6699471053824766,-0.6329107747932636,,,24.76936747233077,6.507940098629206,2010,0.7041557390398633,186,0.39795869071115453,0.14529734160402197,2.107382316485775,15,Штатное развитие,озимая пшеница
AOI-0002,2010-07-06,,,,,,,,,24.700593566894558,0.5843222140242688,2010,,187,,,,0,,озимая пшеница
AOI-0002,2010-07-07,,,,,,,,,24.23685735066732,1.980811357498169,2010,,188,,,,0,,озимая пшеница
AOI-0002,2010-07-08,,,,,,,,,25.65667304992678,0.0,2010,,189,,,,0,,озимая пшеница
AOI-0002,2010-07-09,,,,,,,,,27.17251866658529,1.6495883464813232,2010,,190,,,,0,,озимая пшеница
AOI-0002,2010-07-10,,,,,,,,,30.272844568888388,0.0093656726676272,2010,,191,,,,0,,озимая пшеница
AOI-0002,2010-07-11,,,,,,,,,29.312942759196005,0.0184178352355957,2010,,192,,,,0,,озимая пшеница
AOI-0002,2010-07-12,,,,0.7753805108806431,0.6543641686394501,-0.7040510779920195,0.6812924105011935,0.5298817661097853,27.860070164998376,1.5662550926194283,2010,0.7753805108806431,193,0.3971226365128556,0.16806860268704946,2.2506159289734735,15,Штатное развитие,озимая пшеница
AOI-0002,2010-07-13,,,,0.77785094957993,0.7169943231538564,-0.7031799183142697,,,28.477997716267907,0.2128650736494819,2010,0.77785094957993,194,0.3910325954735591,0.1642260752216169,2.3554015620502047,15,Штатное развитие,озимая пшеница
AOI-0002,2010-07-14,,,,,,,,,28.138676579793295,0.3889501094818115,2010,,195,,,,0,,озимая пшеница
AOI-0002,2010-07-15,,,,,,,,,26.39107983907064,0.0008761881709062,2010,,196,,,,0,,озимая пшеница
AOI-0002,2010-07-16,,,,,,,,,26.579064305623376,0.0021457671550706,2010,,197,,,,0,,озимая пшеница
AOI-0002,2010-07-17,,,,,,,,,28.36169840494796,0.0004351138613856,2010,,198,,,,0,,озимая пшеница
AOI-0002,2010-07-18,,,,,,,,,30.65082956949874,0.0326476708210066,2010,,199,,,,0,,озимая пшеница
AOI-0002,2010-07-19,,,,,,,,,29.96514091491701,1.5065488225332049,2010,,200,,,,0,,озимая пшеница
AOI-0002,2010-07-20,,,,,,,,,29.767373657226585,0.0008523463179699,2010,,201,,,,0,,озимая пшеница
AOI-0002,2010-07-21,,,,0.5009015901300947,0.4719580788726223,-0.494856790083606,,,29.532837168375693,0.0491246388492072,2010,0.5009015901300947,202,0.3691077513111104,0.16740256020153058,0.7872868769768033,15,Штатное развитие,озимая пшеница
AOI-0002,2010-07-22,,,,,,,,,27.482012685139978,0.3270036513640662,2010,,203,,,,0,,озимая пшеница
AOI-0002,2010-07-23,,,,,,,,,23.45952440897628,0.4251365543836982,2010,,204,,,,0,,озимая пшеница
AOI-0002,2010-07-24,,,,,,,,,26.551802571614587,0.8065342903087469,2010,,205,,,,0,,озимая пшеница
AOI-0002,2010-07-25,,,,,,,,,25.82054735819503,3.1482036323495777,2010,,206,,,,0,,озимая пшеница
AOI-0002,2010-07-26,,,,,,,,,29.485501225789392,0.003975629681463,2010,,207,,,,0,,озимая пшеница
AOI-0002,2010-07-27,,,,,,,,,30.96725743611654,0.0038625121305813,2010,,208,,,,0,,озимая пшеница
AOI-0002,2010-07-28,,,,0.6659787094950879,0.4810598531504978,-0.6206035144880211,0.57243584725537,0.4113252983293557,32.0927609761556,-9.450559446122496e-06,2010,0.6659787094950879,209,0.3670533534609421,0.16913046268965498,1.767424692633031,15,Штатное развитие,озимая пшеница
AOI-0002,2010-07-29,,,,0.6505141162932132,0.5046953881373395,-0.604456958209396,,,31.710935211181663,0.0050384665541969,2010,0.6505141162932132,210,0.3674801981932773,0.16592478408284173,1.705796512946642,15,Штатное развитие,озимая пшеница
AOI-0002,2010-07-30,,,,,,,,,30.963928476969443,0.0008666065696161,2010,,211,,,,0,,озимая пшеница
AOI-0002,2010-07-31,,,,,,,,,31.31042315165206,0.0008431921045826,2010,,212,,,,0,,озимая пшеница
AOI-0002,2010-08-01,,,,,,,,,33.02103513081869,0.0,2010,,213,,,,0,,озимая пшеница
AOI-0002,2010-08-02,,,,,,,,,32.66393750508627,0.000441074366364,2010,,214,,,,0,,озимая пшеница
AOI-0002,2010-08-03,,,,,,,,,32.40724906921389,0.0012874602361989,2010,,215,,,,0,,озимая пшеница
AOI-0002,2010-08-04,,,,,,,,,32.18055114746096,0.0004435905793798,2010,,216,,,,0,,озимая пшеница
AOI-0002,2010-08-05,,,,0.6307629556535296,0.4182316400109929,-0.5910082557048245,,,32.51346613566085,0.001293420684334,2010,0.6307629556535296,217,0.34942320492920886,0.17870606476462148,1.574315628822563,15,Штатное развитие,озимая пшеница
AOI-0002,2010-08-06,,,,0.5260773516441457,0.4048616385757529,-0.4869934400705828,,,32.50993499755862,0.0025949253199542,2010,0.5260773516441457,218,0.3292608171047076,0.18034786858524543,1.0913161108217277,15,Штатное развитие,озимая пшеница
AOI-0002,2010-08-07,,,,,,,,,33.24286295572921,0.000441074366364,2010,,219,,,,0,,озимая пшеница
AOI-0002,2010-08-08,,,,,,,,,32.82851371765139,0.0008588139017717,2010,,220,,,,0,,озимая пшеница
AOI-0002,2010-08-09,,,,,,,,,32.02529042561849,0.0,2010,,221,,,,0,,озимая пшеница
AOI-0002,2010-08-10,,,,,,,,,32.86696332295736,0.001286213489493,2010,,222,,,,0,,озимая пшеница
AOI-0002,2010-08-11,,,,,,,,,32.94296353658041,0.0012964009670213,2010,,223,,,,0,,озимая пшеница
AOI-0002,2010-08-12,,,,,,,,,33.48155810038253,0.0624299049931664,2010,,224,,,,0,,озимая пшеница
AOI-0002,2010-08-13,,,,,,,0.5228240572792364,0.3014129355608592,31.676059977213583,0.0006556510925292,2010,0.5228240572792364,225,0.3316205394634625,0.1738613123923626,1.099747351407737,15,Штатное развитие,озимая пшеница
AOI-0002,2010-08-14,,,,,,,,,30.767734146118187,0.0004261732051702,2010,,226,,,,0,,озимая пшеница
AOI-0002,2010-08-15,,,,,,,,,30.90836359659835,0.0026349309223405,2010,,227,,,,0,,озимая пшеница
AOI-0002,2010-08-16,,,,,,,,,28.301372782389365,0.0004439174858816,2010,,228,,,,0,,озимая пшеница
AOI-0002,2010-08-17,,,,,,,,,27.304751332600915,0.0008523463179699,2010,,229,,,,0,,озимая пшеница
AOI-0002,2010-08-18,,,,,,,,,27.467319107055687,0.0012934207234138,2010,,230,,,,0,,озимая пшеница
AOI-0002,2010-08-19,,,,,,,,,26.74830398559573,0.0738978385470545,2010,,231,,,,0,,озимая пшеница
AOI-0002,2010-08-20,,,,,,,,,23.485409037272177,0.8124209435891316,2010,,232,,,,0,,озимая пшеница
AOI-0002,2010-08-21,,,,,,,,,19.78294970194503,0.7836123783704352,2010,,233,,,,0,,озимая пшеница
AOI-0002,2010-08-22,,,,0.5906895869504373,0.3965153077920884,-0.5357637439991696,,,18.968190129597986,0.0017046532434505,2010,0.5906895869504373,234,0.3015787016374011,0.09983808290073881,2.895797644677097,15,Штатное развитие,озимая пшеница
AOI-0002,2010-08-23,,,,,,,,,21.23288243611654,0.0016982820625344,2010,,235,,,,0,,озимая пшеница
AOI-0002,2010-08-24,,,,,,,,,24.12784665425619,5.6843418860808015e-11,2010,,236,,,,0,,озимая пшеница
AOI-0002,2010-08-25,,,,,,,,,25.949629084269247,0.0,2010,,237,,,,0,,озимая пшеница
AOI-0002,2010-08-26,,,,,,,,,26.891031519571985,0.0030089240112829,2010,,238,,,,0,,озимая пшеница
AOI-0002,2010-08-27,,,,,,,,,23.5529444376628,0.0,2010,,239,,,,0,,озимая пшеница
AOI-0002,2010-08-28,,,,,,,,,25.57014172871908,0.0,2010,,240,,,,0,,озимая пшеница
AOI-0002,2010-08-29,,,,0.5064718182919785,0.2879790962616289,-0.4918308455513969,0.4885968496420048,0.2837152744630072,27.85644683837893,0.0008583068797918,2010,0.5064718182919785,241,0.28708067967121426,0.09603140257099896,2.2845770523716102,15,Штатное развитие,озимая пшеница
AOI-0002,2010-08-30,,,,0.5448528762230876,0.3491667069191553,-0.5184518731325403,,,24.290487543741904,0.0008642672355563,2010,0.5448528762230876,242,0.28326353536703325,0.09238728340608725,2.8314431511774347,15,Штатное развитие,озимая пшеница
AOI-0002,2010-08-31,,,,,,,,,26.828865305582724,0.0,2010,,243,,,,0,,озимая пшеница
AOI-0002,2010-09-01,,,,,,,,,31.231537119547568,0.0,2010,,244,,,,0,,озимая пшеница
AOI-0002,2010-09-02,,,,,,,,,23.583051935831747,1.238405704498291,2010,,245,,,,0,,озимая пшеница
AOI-0002,2010-09-03,,,,,,,,,20.9176072438558,0.0004023313522338,2010,,246,,,,0,,озимая пшеница
AOI-0002,2010-09-04,,,,,,,,,21.685962931315142,0.0124365091096478,2010,,247,,,,0,,озимая пшеница
AOI-0002,2010-09-05,,,,,,,,,24.042265192667685,0.0012755393754559,2010,,248,,,,0,,озимая пшеница
AOI-0002,2010-09-06,,,,0.4286128941470276,0.2260266902747134,-0.4471520948658868,,,23.66713803609213,0.0,2010,0.4286128941470276,249,0.2879076415025702,0.08582462248110995,1.6394508775780132,15,Штатное развитие,озимая пшеница
AOI-0002,2010-09-07,,,,,,,,,19.221232986450214,5.623304843901167,2010,,250,,,,0,,озимая пшеница
AOI-0002,2010-09-08,,,,,,,,,13.90020650227865,4.285949468510353,2010,,251,,,,0,,озимая пшеница
AOI-0002,2010-09-09,,,,,,,,,12.24930089314779,0.2446413040111394,2010,,252,,,,0,,озимая пшеница
AOI-0002,2010-09-10,,,,,,,,,14.58571268717452,0.0021517275854421,2010,,253,,,,0,,озимая пшеница
AOI-0002,2010-09-11,,,,,,,,,17.93744557698568,0.0,2010,,254,,,,0,,озимая пшеница
AOI-0002,2010-09-12,,,,,,,,,19.614340718587243,0.0012755393186125,2010,,255,,,,0,,озимая пшеница
AOI-0002,2010-09-13,,,,,,,,,20.34002583821615,0.0004351138045421,2010,,256,,,,0,,озимая пшеница
AOI-0002,2010-09-14,,,,,,,0.4106036276849643,0.2164772792362768,21.3433605194092,0.0,2010,0.4106036276849643,257,0.2711733146746405,0.08497284155274772,1.6408809033857135,15,Штатное развитие,озимая пшеница
AOI-0002,2010-09-15,,,,,,,,,19.646616236368857,0.018495363576676,2010,,258,,,,0,,озимая пшеница
AOI-0002,2010-09-16,,,,,,,,,18.910142517089863,0.0380050713033597,2010,,259,,,,0,,озимая пшеница
AOI-0002,2010-09-17,,,,,,,,,22.3858409881592,0.024247571673186,2010,,260,,,,0,,озимая пшеница
AOI-0002,2010-09-18,,,,,,,,,22.085531489054404,0.0017079461827052,2010,,261,,,,0,,озимая пшеница
AOI-0002,2010-09-19,,,,,,,,,22.552770868937216,0.0,2010,,262,,,,0,,озимая пшеница
AOI-0002,2010-09-20,,,,,,,,,23.413478469848656,0.2134814913006266,2010,,263,,,,0,,озимая пшеница
AOI-0002,2010-09-21,,,,,,,,,23.10148646036788,0.0031590461730957,2010,,264,,,,0,,озимая пшеница
AOI-0002,2010-09-22,,,,,,,,,20.955733871459984,1.2626945972442627,2010,,265,,,,0,,озимая пшеница
AOI-0002,2010-09-23,,,,0.3944569305815683,0.2110432442942241,-0.4404854881279181,,,16.700531260172568,0.0016987314666039,2010,0.3944569305815683,266,0.25853255437126876,0.08987599643455611,1.5123545952480635,15,Штатное развитие,озимая пшеница
AOI-0002,2010-09-24,,,,,,,,,15.805276489257835,0.0008575436822866,2010,,267,,,,0,,озимая пшеница
AOI-0002,2010-09-25,,,,,,,,,17.550567881266318,0.0008656098771098,2010,,268,,,,0,,озимая пшеница
AOI-0002,2010-09-26,,,,,,,,,19.192597325642907,0.0,2010,,269,,,,0,,озимая пшеница
AOI-0002,2010-09-27,,,,,,,,,21.235213851928734,0.0004410743699168,2010,,270,,,,0,,озимая пшеница
AOI-0002,2010-09-28,,,,,,,,,22.14871368408205,1.0689318179402107,2010,,271,,,,0,,озимая пшеница
AOI-0002,2010-09-29,,,,,,,,,20.935915883382165,0.0004351138045421,2010,,272,,,,0,,озимая пшеница
AOI-0002,2010-09-30,,,,,,,0.3689959427207637,0.1825658233890215,18.065899785359704,10.342532396311556,2010,0.3689959427207637,273,0.2470041537438614,0.08444077048869644,1.444702461510966,15,Штатное развитие,озимая пшеница
AOI-0002,2010-10-01,,,,,,,,,13.003772354126,0.3961652516295544,2010,,274,,,,0,,озимая пшеница
AOI-0002,2010-10-02,,,,,,,,,9.627531305948937,0.0137895340230898,2010,,275,,,,0,,озимая пшеница
AOI-0002,2010-10-03,,,,,,,,,9.492209370930992,0.1927563325807568,2010,,276,,,,0,,озимая пшеница
AOI-0002,2010-10-04,,,,,,,,,6.969416554768884,2.2347629065961883,2010,,277,,,,0,,озимая пшеница
AOI-0002,2010-10-05,,,,,,,,,7.06701494852706,0.2601391763619176,2010,,278,,,,0,,озимая пшеница
AOI-0002,2010-10-06,,,,,,,,,5.622041320800804,4.705041038050695,2010,,279,,,,0,,озимая пшеница
AOI-0002,2010-10-07,,,,,,,,,9.314005152384482,0.0767090319868657,2010,,280,,,,0,,озимая пшеница
AOI-0002,2010-10-08,,,,,,,,,10.363251622517907,0.020923014346863,2010,,281,,,,0,,озимая пшеница
AOI-0002,2010-10-09,,,,,,,,,11.411889648437525,6.908312439918518,2010,,282,,,,0,,озимая пшеница
AOI-0002,2010-10-10,,,,,,,,,10.192568079630576,5.644294619457924,2010,,283,,,,0,,озимая пшеница
AOI-0002,2010-10-11,,,,,,,,,11.433837509155296,0.9531378746032716,2010,,284,,,,0,,озимая пшеница
AOI-0002,2010-10-12,,,,,,,,,9.541155751546228,0.1054883002211681,2010,,285,,,,0,,озимая пшеница
AOI-0002,2010-10-13,,,,,,,,,9.484768168131552,0.1439440133026437,2010,,286,,,,0,,озимая пшеница
AOI-0002,2010-10-14,,,,,,,,,5.32194544474288,0.0012874602930423,2010,,287,,,,0,,озимая пшеница
AOI-0002,2010-10-15,,,,,,,,,9.12541542053225,0.1861095428417059,2010,,288,,,,0,,озимая пшеница
AOI-0002,2010-10-16,,,,0.2979084243727758,0.1395189176572351,-0.3579407900507157,0.3893921241050119,0.1629466348448687,10.05885276794436,0.0017181367688579,2010,0.2979084243727758,289,0.25661907565197745,0.09970666130350482,0.414108226882801,15,Штатное развитие,озимая пшеница
AOI-0002,2010-10-17,,,,,,,,,10.145779546101892,2.5598138563509565,2010,,290,,,,0,,озимая пшеница
AOI-0002,2010-10-18,,,,,,,,,11.37879079182943,1.9085475948372728,2010,,291,,,,0,,озимая пшеница
